Croatia,HR-01,Zagreb County,County,HR
Croatia,HR-02,Krapina-Zagorje,County,HR
Croatia,HR-03,Sisak-Moslavina,County,HR
Croatia,HR-04,Karlovac,County,HR
Croatia,HR-05,Varazdin,County,HR
Croatia,HR-06,Koprivnica-Krizevci,County,HR
Croatia,HR-07,Bjelovar-Bilogora,County,HR
Croatia,HR-08,Primorje-Gorski Kotar,County,HR
Croatia,HR-09,Lika-Senj,County,HR
Croatia,HR-10,Virovitica-Podravina,County,HR
Croatia,HR-11,Pozega-Slavonia,County,HR
Croatia,HR-12,Brod-Posavina,County,HR
Croatia,HR-13,Zadar,County,HR
Croatia,HR-14,Osijek-Baranja,County,HR
Croatia,HR-15,Sibenik-Knin,County,HR
Croatia,HR-16,Vukovar-Srijem,County,HR
Croatia,HR-17,Split-Dalmatia,County,HR
Croatia,HR-18,Istria,County,HR
Croatia,HR-19,Dubrovnik-Neretva,County,HR
Croatia,HR-20,Medimurje,County,HR
Croatia,HR-21,Zagreb,City,HR
